fips_state_county_code,year,site_name,pop_total_any_ethnicity,pop_adult_any_ethnicity,pop_total_any_ethnicity_17,pop_total_hispanic_any_race,pop_adult_hispanic_any_race,pop_adult_hispanic_17_any_race,pop_total_black_any_ethnicity,pop_adult_black_any_ethnicity,pop_adult_male_black_any_ethnicity,pop_adult_female_black_any_ethnicity,pop_total_black_non_hispanic,pop_adult_black_non_hispanic,pop_adult_male_black_non_hispanic,pop_adult_female_black_non_hispanic,pop_adult_black_17_any_ethnicity,pop_adult_black_17_non_hispanic,pop_total_white_any_ethnicity,pop_adult_white_any_ethnicity,pop_adult_male_white_any_ethnicity,pop_adult_female_white_any_ethnicity,pop_total_white_non_hispanic,pop_adult_white_non_hispanic,pop_adult_male_white_non_hispanic,pop_adult_female_white_non_hispanic,pop_adult_white_17_any_ethnicity,pop_adult_white_17_non_hispanic,pop_total_AIAN_any_ethnicity,pop_adult_AIAN_any_ethnicity,pop_adult_male_AIAN_any_ethnicity,pop_adult_female_AIAN_any_ethnicity,pop_total_AIAN_non_hispanic,pop_adult_AIAN_non_hispanic,pop_adult_male_AIAN_non_hispanic,pop_adult_female_AIAN_non_hispanic,pop_adult_AIAN_17_any_ethnicity,pop_adult_AIAN_17_non_hispanic,pop_total_API_any_ethnicity,pop_adult_API_any_ethnicity,pop_adult_male_API_any_ethnicity,pop_adult_female_API_any_ethnicity,pop_total_API_non_hispanic,pop_adult_API_non_hispanic,pop_adult_male_API_non_hispanic,pop_adult_female_API_non_hispanic,pop_adult_API_17_any_ethnicity,pop_adult_API_17_non_hispanic
22033,2018,East Baton Rouge,442720,342222,347784,18798,12527,12755,210681,152207,67582,84625,208351,151047,67067,83980,155483,154294,214680,176596,86146,90450,199008,165668,80123,85545,178701,167581,1415,1057,549,508,1038,835,420,415,1076,849,15944,12362,6361,6001,15525,12145,6241,5904,12524,12305
22033,2019,East Baton Rouge,441471,341205,346737,19389,12715,12971,211131,152911,67741,85170,208708,151720,67219,84501,156186,154965,212818,174739,84956,89783,196648,163641,78885,84756,176784,165462,1376,1042,524,518,1039,846,410,436,1060,864,16146,12513,6467,6046,15687,12283,6343,5940,12707,12475
22033,2020,East Baton Rouge,439729,340451,345864,19754,12852,13064,211333,153785,68017,85768,208799,152567,67485,85082,156961,155715,210931,173049,83998,89051,194464,161825,77890,83935,175066,163662,1376,1069,530,539,1040,858,409,449,1081,867,16089,12548,6459,6089,15672,12349,6360,5989,12756,12556
22071,2010,New Orleans,347789,274018,278540,18235,14801,14955,214243,157853,70555,87298,210535,155112,69044,86068,161436,158652,121027,105956,54749,51207,107413,94647,48142,46505,106740,95330,1578,1302,723,579,1019,827,409,418,1327,845,10941,8907,4575,4332,10587,8631,4417,4214,9037,8758
22071,2011,New Orleans,360822,285131,289556,18956,15251,15426,222575,165121,73375,91746,218736,162290,71800,90490,168622,165744,125317,109438,56273,53165,111119,97758,49560,48198,110212,98412,1542,1280,703,577,990,821,402,419,1301,838,11388,9292,4730,4562,11021,9011,4568,4443,9421,9136
22071,2012,New Orleans,369947,293069,297168,19520,15542,15706,227875,169906,75183,94723,223940,167093,73656,93437,173090,170230,128789,112323,57616,54707,114175,100347,50789,49558,113081,100995,1607,1319,710,609,1024,853,415,438,1330,862,11676,9521,4772,4749,11288,9234,4611,4623,9667,9375
22071,2013,New Orleans,378863,300937,304942,20410,16018,16185,233192,174840,77234,97606,229013,171906,75666,96240,177929,174943,132132,115002,58830,56172,116934,102713,51929,50784,115786,103388,1680,1361,738,623,1037,862,422,440,1376,873,11859,9734,4845,4889,11469,9438,4675,4763,9851,9553
22071,2014,New Orleans,384228,305663,309521,20585,16033,16201,235984,177492,78413,99079,231666,174532,76849,97683,180492,177488,134523,116931,59696,57235,119313,104639,52808,51831,117641,105234,1679,1336,710,626,1038,868,412,456,1347,874,12042,9904,4920,4984,11626,9591,4748,4843,10041,9724
22071,2015,New Orleans,390094,310682,314709,21012,16193,16346,238831,180221,79529,100692,234378,177198,77965,99233,183300,180228,137189,118895,60623,58272,121681,106494,53688,52806,119687,107188,1684,1333,680,653,1039,870,406,464,1352,884,12390,10233,5035,5198,11984,9927,4870,5057,10370,10063
22071,2016,New Orleans,392265,313081,317224,21244,16242,16397,239540,181565,80103,101462,234987,178526,78549,99977,184730,181660,138514,119820,60826,58994,122847,107340,53970,53370,120656,108066,1666,1315,668,647,1043,887,413,474,1337,896,12545,10381,5089,5292,12144,10086,4934,5152,10501,10205
22071,2017,New Orleans,391819,313107,317212,21293,15993,16159,239521,182295,80192,102103,234994,179353,78719,100634,185486,182505,138165,119161,60071,59090,122446,106833,53432,53401,119942,107492,1702,1328,662,666,1057,893,417,476,1338,899,12431,10323,5013,5310,12029,10035,4862,5173,10446,10157
22071,2018,New Orleans,391506,313233,317330,21551,16088,16269,239234,182830,80316,102514,234714,179928,78884,101044,185990,183033,138162,118802,59690,59112,122177,106318,53026,53292,119602,107000,1718,1320,664,656,1053,884,416,468,1336,895,12392,10281,4968,5313,12011,10015,4828,5187,10402,10133
22071,2019,New Orleans,391172,313590,317545,21487,15935,16127,238532,183208,80418,102790,234016,180332,78997,101335,186250,183320,138453,118692,59533,59159,122546,106338,52952,53386,119483,106999,1731,1334,665,669,1065,905,423,482,1353,919,12456,10356,4952,5404,12058,10080,4808,5272,10459,10180
22071,2020,New Orleans,389476,312915,316874,21664,15974,16165,236708,182581,79942,102639,232148,179675,78521,101154,185605,182648,138514,118593,59233,59360,122479,106223,52670,53553,119385,106881,1722,1331,654,677,1055,905,416,489,1348,919,12532,10410,4936,5474,12130,10138,4796,5342,10536,10261
29189,2010,St. Louis,998846,765394,780430,24978,16241,16646,240321,167266,70746,96520,238223,166066,70208,95858,172234,170993,717143,567860,268281,299579,695482,553527,260816,292711,577409,562732,3174,2207,1062,1145,2400,1764,814,950,2261,1804,38208,28061,13408,14653,37763,27796,13260,14536,28526,28255
29189,2011,St. Louis,1000147,769344,784242,25244,16395,16796,241751,169648,71800,97848,239637,168455,71266,97189,174413,173176,715615,568288,268568,299720,693649,553743,261042,292701,577849,562967,3116,2173,1067,1106,2391,1759,821,938,2228,1801,39665,29235,13983,15252,39226,28992,13854,15138,29752,29502
29189,2012,St. Louis,1000975,772845,787224,25695,16687,17116,243515,172041,72935,99106,241352,170841,72399,98442,176403,175147,713745,568677,269185,299492,691322,553822,261525,292297,578130,562918,3058,2111,1037,1074,2363,1717,810,907,2162,1755,40657,30016,14388,15628,40243,29778,14264,15514,30529,30288
29189,2013,St. Louis,1000746,775241,789042,26359,17103,17522,245107,174105,73813,100292,242912,172882,73260,99622,178203,176933,711165,568293,269378,298915,688053,553000,261558,291442,577407,561757,3018,2083,1029,1054,2361,1725,814,911,2131,1761,41456,30760,14713,16047,41061,30531,14604,15927,31301,31069
29189,2014,St. Louis,1000903,777107,790678,26882,17572,18009,246290,175586,74481,101105,244025,174348,73903,100445,179706,178423,708643,567464,269459,298005,685118,551714,261376,290338,576310,560191,3064,2096,1033,1063,2372,1735,815,920,2156,1778,42906,31961,15328,16633,42506,31738,15222,16516,32506,32277
29189,2015,St. Louis,1001585,778487,792162,27705,18061,18494,248546,177580,75341,102239,246264,176358,74756,101602,181821,180555,705254,565435,268785,296650,680868,549128,260405,288723,574235,557558,3079,2121,1032,1089,2424,1792,851,941,2169,1825,44706,33351,16056,17295,44324,33148,15956,17192,33937,33730
29189,2016,St. Louis,998393,776815,790176,28203,18397,18870,250143,179281,76199,103082,247809,178057,75611,102446,183330,182059,699481,561205,266963,294242,674621,544570,258435,286135,569877,552827,3029,2114,1032,1082,2376,1776,847,929,2158,1814,45740,34215,16535,17680,45384,34015,16435,17580,34811,34606
29189,2017,St. Louis,997116,776670,790180,28887,18843,19368,252225,181022,76765,104257,249861,179803,76196,103607,185330,184059,694215,557761,265516,292245,668736,540678,256756,283922,566291,548756,3056,2141,1049,1092,2377,1797,855,942,2187,1830,47620,35746,17332,18414,47255,35549,17232,18317,36372,36167
29189,2018,St. Louis,995900,776201,789498,29330,19121,19630,254198,182725,77444,105281,251761,181482,76875,104607,186923,185633,689477,554350,263881,290469,663613,537002,255017,281985,562740,544951,3114,2194,1038,1156,2437,1845,853,992,2252,1887,49111,36932,17969,18963,48759,36751,17874,18877,37583,37397
29189,2019,St. Louis,995467,776828,789388,29921,19562,20049,256242,184516,78258,106258,253728,183243,77667,105576,188439,187118,685440,551877,262830,289047,659033,534077,253724,280353,559823,541606,3124,2206,1036,1170,2460,1880,861,1019,2252,1910,50661,38229,18677,19552,50325,38066,18595,19471,38874,38705
29189,2020,St. Louis,994020,775882,788628,30638,20111,20657,257400,185593,78921,106672,254877,184323,78341,105982,189511,188188,681474,548675,261597,287078,654352,530331,252254,278077,556723,537901,3099,2195,1026,1169,2424,1862,860,1002,2250,1906,52047,39419,19361,20058,51729,39255,19273,19982,40144,39976
30063,2010,Missoula,109471,87659,88895,2924,1952,2007,791,472,322,150,700,412,281,131,483,420,103572,83560,41728,41832,101207,81969,40941,41028,84707,83071,3508,2397,1191,1206,3097,2142,1059,1083,2452,2190,1600,1230,499,731,1543,1184,487,697,1253,1207
30063,2011,Missoula,110270,88459,89690,3041,2046,2093,945,605,404,201,845,536,362,174,621,549,104099,84103,42086,42017,101620,82412,41231,41181,85237,83508,3497,2406,1182,1224,3099,2171,1063,1108,2462,2221,1729,1345,546,799,1665,1294,532,762,1370,1319
30063,2012,Missoula,111104,89393,90584,3160,2104,2150,929,603,398,205,831,540,353,187,611,548,104776,84938,42411,42527,102212,83185,41551,41634,86042,84251,3602,2439,1181,1258,3171,2205,1073,1132,2491,2249,1797,1413,570,843,1730,1359,557,802,1440,1386
30063,2013,Missoula,111988,90257,91502,3277,2191,2244,931,603,384,219,841,541,341,200,615,550,105347,85537,42764,42773,102694,83710,41840,41870,86672,84802,3656,2441,1187,1254,3193,2198,1070,1128,2494,2245,2054,1676,697,979,1983,1617,682,935,1721,1661
30063,2014,Missoula,112924,91089,92237,3439,2293,2347,994,628,398,230,882,557,346,211,650,575,106012,86181,43174,43007,103251,84261,42203,42058,87236,85274,3771,2503,1235,1268,3277,2259,1111,1148,2550,2298,2147,1777,734,1043,2075,1719,716,1003,1801,1743
30063,2015,Missoula,114281,92249,93417,3565,2413,2463,1009,636,416,220,903,566,367,199,666,591,107241,87223,43639,43584,104355,85199,42616,42583,88285,86222,3833,2554,1267,1287,3340,2297,1139,1158,2607,2346,2198,1836,741,1095,2118,1774,722,1052,1859,1795
30063,2016,Missoula,116587,94134,95342,3710,2560,2615,1026,664,438,226,922,591,388,203,687,612,109273,88834,44495,44339,106244,86680,43439,43241,89940,87746,3904,2631,1313,1318,3413,2368,1176,1192,2688,2414,2384,2005,782,1223,2298,1935,763,1172,2027,1955
30063,2017,Missoula,118068,95560,96785,3927,2747,2807,1065,684,460,224,935,596,395,201,705,615,110738,90177,45084,45093,107508,87869,43960,43909,91279,88927,3795,2603,1295,1308,3321,2333,1149,1184,2674,2391,2470,2096,838,1258,2377,2015,812,1203,2127,2045
30063,2018,Missoula,118959,96681,97934,4003,2833,2897,1077,699,465,234,948,612,399,213,717,629,111511,91174,45602,45572,108210,88776,44428,44348,92326,89877,3839,2652,1301,1351,3363,2381,1151,1230,2714,2431,2532,2156,863,1293,2435,2079,842,1237,2177,2100
30063,2019,Missoula,120066,97898,99121,4176,2999,3054,1110,716,481,235,984,634,422,212,729,646,112333,92144,46007,46137,108900,89618,44791,44827,93266,90692,3955,2771,1369,1402,3445,2465,1202,1263,2836,2524,2668,2267,906,1361,2561,2182,882,1300,2290,2205
30063,2020,Missoula,121630,99391,100621,4474,3205,3272,1182,775,502,273,1055,694,440,254,796,711,113596,93387,46520,46867,109923,90687,45242,45445,94508,91761,4076,2886,1439,1447,3527,2559,1253,1306,2950,2608,2776,2343,950,1393,2651,2246,921,1325,2367,2269
32003,2010,Clark,1952640,1465270,1492000,569940,364436,374713,237180,164725,81102,83623,213808,151361,74556,76805,168960,155151,1479881,1119944,570836,549108,964315,788024,401066,386958,1139320,798152,26547,18416,9305,9111,10727,8191,3908,4283,18862,8342,209032,162185,72171,90014,193850,153258,67815,85443,164858,155642
32003,2011,Clark,1962162,1477901,1504559,578468,372833,383343,241082,168381,82710,85671,217133,154573,75981,78592,172645,158368,1480705,1124242,572090,552152,957701,784869,399331,385538,1143407,794631,26698,18647,9390,9257,10690,8201,3873,4328,19124,8360,213677,166631,74151,92480,198170,157425,69645,87780,169383,159857
32003,2012,Clark,1989644,1505671,1532540,590643,384597,395234,249620,175746,86462,89284,224846,161288,79456,81832,179983,165038,1492860,1138210,579142,559068,959266,788466,401410,387056,1157563,798264,27254,19254,9676,9578,10922,8454,3981,4473,19716,8619,219910,172461,76788,95673,203967,162866,72040,90826,175278,165385
32003,2013,Clark,2017798,1531806,1558345,604971,397043,407773,256009,180750,88670,92080,230319,165641,81346,84295,184739,169168,1505777,1151342,584982,566360,959691,790533,402265,388268,1170484,800019,27673,19710,9865,9845,11030,8581,4050,4531,20167,8738,228339,180004,80062,99942,211787,170008,75104,94904,182955,172647
32003,2014,Clark,2053929,1563164,1589829,620483,410137,421007,265407,187576,91718,95858,238823,171889,84126,87763,191667,175502,1523300,1167414,592362,575052,963792,795010,404364,390646,1186628,804482,28487,20377,10113,10264,11218,8757,4101,4656,20846,8904,236735,187797,83399,104398,219613,177371,78259,99112,190688,179934
32003,2015,Clark,2097832,1599338,1626186,640114,426100,437341,277859,196042,95517,100525,249837,179492,87487,92005,200197,183129,1544604,1186254,601346,584908,968291,799816,406640,393176,1205599,809081,29400,21158,10491,10667,11516,8976,4175,4801,21660,9137,245969,195884,86915,108969,228074,184954,81538,103416,198730,187498
32003,2016,Clark,2140240,1634329,1662023,658569,441357,452949,291410,205346,99614,105732,262048,187962,91232,96730,209783,191839,1563141,1202954,609737,593217,971120,803123,408397,394726,1222768,812540,30307,21950,10871,11079,11785,9237,4303,4934,22404,9374,255382,204079,90480,113599,236718,192650,84887,107763,207068,195321
32003,2017,Clark,2183273,1671279,1699748,677213,457265,469211,305717,215491,104017,111474,274784,197143,95195,101948,220115,201220,1581324,1220510,618425,602085,973606,806709,410197,396512,1240755,816232,31253,22710,11264,11446,12082,9477,4384,5093,23206,9656,264979,212568,94327,118241,245588,200685,88503,112182,215672,203429
32003,2018,Clark,2228970,1711321,1739976,697123,474693,486858,319260,225136,108528,116608,286613,205790,99247,106543,229795,209846,1603740,1242445,629607,612838,979452,813370,413871,399499,1262746,822806,32315,23601,11775,11826,12476,9861,4616,5245,24090,10025,273655,220139,97743,122396,253306,207607,91578,116029,223345,210441
32003,2019,Clark,2275884,1753398,1781916,718043,492879,504998,331438,234277,112583,121694,297092,213900,102820,111080,239060,218053,1626600,1265147,640954,624193,984971,820086,417447,402639,1285239,829399,33452,24402,12175,12227,12724,10117,4734,5383,24878,10269,284394,229572,102018,127554,263054,216416,95544,120872,232739,219197
32003,2020,Clark,2315963,1790559,1819565,736823,510345,522794,341915,243142,116925,126217,306229,221764,106700,115064,248009,225962,1644975,1283996,650339,633657,987393,823520,419180,404340,1304367,832830,34325,24982,12458,12524,12877,10242,4787,5455,25459,10392,294748,238439,106032,132407,272641,224688,99280,125408,241730,227587
36005,2010,New York City,1386929,1019182,1042143,743986,523094,536889,632908,456941,201129,255812,430940,319937,141571,178366,468093,327062,640437,479661,223184,256477,154868,132486,63680,68806,489582,133763,48560,33474,15576,17898,4998,3486,1534,1952,34398,3565,65024,49106,23458,25648,52137,40179,19282,20897,50070,40864
36005,2011,New York City,1396954,1029796,1052391,755602,534679,548350,637708,462543,204239,258304,431703,321439,142580,178859,473505,328408,644362,482971,224657,258314,151837,129407,62159,67248,492722,130593,49075,34290,15950,18340,5017,3498,1546,1952,35247,3588,65809,49992,23893,26099,52795,40773,19541,21232,50917,41452
36005,2012,New York City,1411087,1044884,1066658,770363,549260,562463,643482,469276,207787,261489,432411,323566,143835,179731,479829,330262,651010,489407,227521,261886,149552,126962,60889,66073,498814,128099,49625,35147,16366,18781,4999,3515,1569,1946,36042,3600,66970,51054,24310,26744,53762,41581,19862,21719,51973,42234
36005,2013,New York City,1421498,1056828,1077560,781047,560616,573329,650344,476908,212274,264634,434212,326738,146016,180722,486761,332889,653276,492207,228915,263292,146671,123764,59380,64384,501291,124887,49991,35878,16723,19155,5045,3586,1606,1980,36745,3665,67887,51835,24629,27206,54523,42124,20102,22022,52763,42790
36005,2014,New York City,1430474,1066518,1086437,789974,570082,582068,655743,482294,215133,267161,435526,328572,147219,181353,491929,334638,655295,494772,230135,264637,144359,121306,58266,63040,503341,122404,50402,36625,17107,19518,5099,3660,1654,2006,37427,3737,69034,52827,25034,27793,55516,42898,20389,22509,53740,43590
36005,2015,New York City,1439480,1074564,1094489,798593,577386,589423,660183,487397,217972,269425,436443,330506,148442,182064,496960,336560,658010,495974,230761,265213,142347,118970,57173,61797,504643,120071,50635,37105,17379,19726,5188,3740,1707,2033,37932,3829,70652,54088,25655,28433,56909,43962,20896,23066,54954,44606
36005,2016,New York City,1443678,1079612,1099297,804363,583445,595388,663548,491212,220192,271020,436033,331104,149105,181999,500646,336997,656856,495497,230935,264562,139918,116455,56126,60329,504047,117532,51124,37738,17654,20084,5166,3760,1717,2043,38533,3846,72150,55165,26175,28990,58198,44848,21299,23549,56071,45534
36005,2017,New York City,1439956,1079469,1099166,803964,585150,597117,661878,491459,220889,270570,432659,329521,148822,180699,500845,335342,653709,494007,230202,263805,138760,115307,55751,59556,502588,116409,51089,37963,17748,20215,5169,3791,1738,2053,38758,3883,73280,56040,26582,29458,59404,45700,21653,24047,56975,46415
36005,2018,New York City,1432316,1076432,1095925,802667,586441,598220,658842,491159,221394,269765,428514,327509,148493,179016,500512,333326,648697,490649,228440,262209,135930,112469,54443,58026,499059,113540,50788,38024,17795,20229,5132,3804,1754,2050,38798,3889,73989,56600,26800,29800,60073,46209,21854,24355,57556,46950
36005,2019,New York City,1418187,1068755,1087952,797009,584416,596121,653855,488774,220863,267911,423782,325005,147742,177263,497936,330652,639393,485241,225783,259458,131869,108989,52758,56231,493525,110009,50656,37865,17689,20176,5085,3785,1722,2063,38677,3877,74283,56875,26945,29930,60442,46560,22047,24513,57814,47293
36005,2020,New York City,1401142,1057386,1075799,790820,580733,591909,647339,484133,219062,265071,417370,320846,146142,174704,492924,326184,629398,478939,222410,256529,127816,105545,51058,54487,486880,106635,50365,37556,17490,20066,4945,3703,1681,2022,38289,3792,74040,56758,26781,29977,60191,46559,21963,24596,57706,47279
36047,2010,New York City,2509954,1914684,1948775,496629,360188,368234,936883,704123,296501,407622,821291,622974,260850,362124,719272,636012,1259835,969974,467899,502075,912053,714285,342138,372147,984670,723618,30758,21820,10820,11000,6686,4871,2093,2778,22339,4972,282478,218767,105703,113064,273295,212366,102476,109890,222494,215939
36047,2011,New York City,2540918,1939946,1973373,501396,364626,372428,941185,710383,299825,410558,823976,628242,263583,364659,724901,640816,1275222,980418,473526,506892,924421,721566,346246,375320,995116,730952,30830,22006,10878,11128,6753,4929,2119,2810,22515,5033,293681,227139,109515,117624,284372,220583,106204,114379,230841,224144
36047,2012,New York City,2568538,1964764,1997851,502872,367430,375121,942640,715026,302726,412300,824639,632294,266146,366148,729152,644516,1289681,991961,480113,511848,938339,730941,351835,379106,1006614,740354,31099,22125,10969,11156,6888,5034,2162,2872,22622,5135,305118,235652,113158,122494,295800,229065,109818,119247,239463,232725
36047,2013,New York City,2587759,1982369,2014127,502911,368735,376004,942024,718470,304955,413515,823301,635450,268243,367207,731655,646824,1299516,998663,483579,515084,948851,736791,354978,381813,1012832,746036,31148,22292,11071,11221,6935,5060,2215,2845,22787,5156,315071,242944,116133,126811,305761,236333,112805,123528,246853,240107
36047,2014,New York City,2601527,1995608,2026318,501939,369126,376020,938624,719524,305701,413823,819833,636387,268866,367521,732002,647212,1307277,1003210,485803,517407,957419,741058,357378,383680,1017165,750280,31017,22355,11106,11249,6994,5110,2232,2878,22823,5198,324609,250519,119504,131015,315342,243927,116190,127737,254328,247608
36047,2015,New York City,2608797,2003168,2033136,499523,368302,375025,932706,717962,305668,412294,814012,634977,268813,366164,730163,645484,1312092,1005678,487085,518593,964239,744101,359153,384948,1019323,753180,30751,22337,11065,11272,7050,5172,2280,2892,22779,5268,333248,257191,122348,134843,323973,250616,119093,131523,260871,254179
36047,2016,New York City,2608146,2005531,2034914,496338,367174,373813,923974,714718,304928,409790,805890,631946,268086,363860,726630,642163,1313148,1005376,487334,518042,967431,744585,359895,384690,1018985,753688,30532,22375,11012,11363,7120,5244,2333,2911,22778,5324,340492,263062,124744,138318,331367,256582,121548,135034,266521,259926
36047,2017,New York City,2594357,1998059,2027709,490907,364368,370989,913231,709964,303502,406462,796125,627586,266683,360903,721922,637858,1307983,1000774,484950,515824,966129,742006,358817,383189,1014474,751224,30015,22067,10834,11233,7098,5252,2345,2907,22482,5334,343128,265254,125395,139859,334098,258847,122224,136623,268831,262304
36047,2018,New York City,2580088,1991656,2020784,486466,362729,369228,901566,704468,301741,402727,785624,622542,265092,357450,715843,632251,1305764,999070,484088,514982,966675,741249,358548,382701,1012883,750669,29664,21894,10732,11162,7086,5231,2337,2894,22322,5321,343094,266224,125420,140804,334237,259905,122345,137560,269736,263315
36047,2019,New York City,2562329,1981359,2009445,481281,359846,366101,891630,698239,299561,398678,776809,616872,263110,353762,708970,625994,1298804,994693,481162,513531,963469,738938,356915,382023,1008327,748372,29430,21756,10607,11149,7080,5269,2339,2930,22179,5356,342465,266671,125325,141346,333690,260434,122296,138138,269969,263622
36047,2020,New York City,2538934,1965884,1993995,476368,356910,363091,880635,688979,296019,392960,767260,608532,259967,348565,699404,617378,1287277,988120,477604,510516,955158,734045,354423,379622,1001947,743709,29107,21469,10430,11039,6978,5222,2325,2897,21877,5306,341915,267316,125265,142051,333170,261175,122309,138866,270767,264511
36061,2010,New York City,1589041,1354097,1367179,405002,316734,322720,310231,245792,109670,136122,215921,174641,78120,96521,250205,177443,1061836,920311,434861,485450,778603,695404,329943,365461,927443,698631,22536,17118,8100,9018,3293,2676,1219,1457,17499,2715,194438,170876,74238,96638,186222,164642,71438,93204,172032,165670
36061,2011,New York City,1608717,1372040,1384899,411388,323871,329643,313355,249679,111793,137886,217451,176626,79213,97413,253952,179358,1072602,929563,440217,489346,784941,699853,332618,367235,936567,703080,22781,17403,8223,9180,3358,2720,1231,1489,17756,2750,199979,175395,76319,99076,191579,168970,73427,95543,176624,170068
36061,2012,New York City,1624573,1386487,1399060,417952,330991,336369,315252,251916,113419,138497,218038,177432,80020,97412,255837,179978,1081600,937465,445169,492296,789088,702513,334595,367918,944495,705968,23029,17706,8387,9319,3414,2772,1248,1524,18039,2798,204692,179400,78149,101251,196081,172779,75120,97659,180689,173947
36061,2013,New York City,1628379,1390279,1402100,420620,334394,339512,315784,252890,114067,138823,217480,177325,80098,97227,256521,179633,1083182,938780,446412,492368,789365,701915,334886,367029,945408,705142,23290,18051,8594,9457,3509,2839,1304,1535,18381,2871,206123,180558,78431,102127,197405,173806,75276,98530,181790,174942
36061,2014,New York City,1631733,1394123,1405887,422076,336922,341907,315006,252934,114202,138732,216657,177108,80138,96970,256541,179375,1083846,939619,447645,491974,788895,700871,334895,365976,946190,704205,23360,18265,8658,9607,3475,2802,1282,1520,18593,2834,209521,183305,79491,103814,200630,176420,76302,100118,184563,177566
36061,2015,New York City,1637327,1399235,1410586,424152,339365,344016,315556,254011,115051,138960,216384,177257,80469,96788,257379,179410,1084117,939372,448547,490825,787999,699350,334825,364525,945836,702735,23550,18545,8807,9738,3518,2834,1307,1527,18834,2871,214104,187307,81509,105798,205274,180429,78320,102109,188537,181554
36061,2016,New York City,1636721,1400145,1411597,423447,339909,344490,314453,253713,115082,138631,215042,176609,80458,96151,257081,178751,1081773,937869,448643,489226,786525,697719,334865,362854,944343,701212,23379,18521,8847,9674,3452,2812,1306,1506,18818,2843,217116,190042,82649,107393,208255,183096,79415,103681,191355,184301
36061,2017,New York City,1632337,1397893,1409366,420683,338777,343375,312201,252567,114859,137708,213435,175690,80300,95390,255905,177789,1077749,934916,447558,487358,784587,695666,334045,361621,941468,699230,23275,18497,8820,9677,3490,2848,1313,1535,18797,2878,219112,191913,83419,108494,210142,184912,80187,104725,193196,186094
36061,2018,New York City,1632393,1398755,1410024,419123,338656,343137,311117,252045,114583,137462,212634,175132,80005,95127,255330,177257,1077969,935308,447853,487455,786118,696350,334575,361775,941785,699838,23235,18569,8878,9691,3481,2855,1325,1530,18836,2876,220072,192833,83712,109121,211037,185762,80461,105301,194073,186916
36061,2019,New York City,1632326,1400239,1411271,416125,336973,341177,309469,251430,114416,137014,211875,175073,80092,94981,254676,177160,1077736,935939,448300,487639,787864,697905,335436,362469,942238,701488,23102,18382,8764,9618,3446,2837,1343,1494,18644,2858,222019,194488,84442,110046,213016,187451,81225,106226,195713,188588
36061,2020,New York City,1611989,1381874,1393144,412835,334016,338346,307592,249820,113889,135931,210540,174039,79818,94221,252929,176008,1060585,920838,440311,480527,773333,684951,328445,356506,927519,688791,22957,18159,8691,9468,3371,2775,1315,1460,18445,2804,220855,193057,83873,109184,211910,186093,80703,105390,194251,187195
36081,2010,New York City,2234574,1771846,1799784,615539,460563,469507,486316,370464,161910,208554,421980,324355,140464,183891,378308,331083,1149303,927078,454175,472903,635780,539645,259502,280143,939726,545079,35222,25068,13332,11736,10557,7050,3347,3703,25619,7219,563733,449236,215494,233742,550718,440233,211167,229066,456131,446896
36081,2011,New York City,2255261,1789628,1817330,623926,467518,476485,490774,376063,165028,211035,425169,328778,142965,185813,383758,335378,1151941,927599,454926,472673,631797,534745,257620,277125,940150,540000,35702,25440,13530,11910,10706,7212,3435,3777,25991,7402,576844,460526,220436,240090,563663,451375,216021,235354,467431,458065
36081,2012,New York City,2271920,1805082,1831957,630984,473530,482210,492311,379731,167184,212547,425511,331456,144644,186812,387114,337792,1153365,928616,455621,472995,628590,531114,256057,275057,940710,536165,36698,25671,13598,12073,10747,7321,3495,3826,26243,7518,589546,471064,225256,245808,576088,461661,220681,240980,477890,468272
36081,2013,New York City,2286788,1818603,1844533,636443,478560,487069,495174,384480,170091,214389,427345,335306,147023,188283,391440,341194,1153022,927344,455286,472058,624294,526086,254247,271839,939144,530984,36981,26007,13749,12258,10868,7506,3606,3900,26516,7690,601611,480772,229509,251263,587838,471145,224841,246304,487433,477596
36081,2014,New York City,2298234,1830015,1855315,639195,482103,490471,495556,386751,171463,215288,427168,336992,148067,188925,393398,342592,1151148,925786,454829,470957,620597,521969,252708,269261,937367,526754,37220,26351,13898,12453,11049,7695,3695,4000,26883,7881,614310,491127,233984,257143,600225,481256,229220,252036,497667,487617
36081,2015,New York City,2305252,1836219,1861050,640483,483775,491897,496237,388662,172892,215770,427122,338310,149099,189211,395217,343888,1145634,920650,452674,467976,614714,516046,250440,265606,931950,520707,37241,26586,13975,12611,11125,7800,3723,4077,27088,7981,626140,500321,237874,262447,611808,490288,233028,257260,506795,496577
36081,2016,New York City,2306249,1837736,1862333,639615,483848,491927,495311,389300,173485,215815,425948,338775,149557,189218,395691,344187,1137561,913505,449675,463830,607961,509218,247644,261574,924886,514027,37343,26795,14066,12729,11259,7954,3794,4160,27309,8150,636034,508136,241236,266900,621466,497941,236267,261674,514447,504042
36081,2017,New York City,2295226,1830826,1855605,636552,482555,490672,492965,388997,173810,215187,423112,338157,149672,188485,395360,343546,1124442,903375,444831,458544,598272,500702,243881,256821,914784,505534,37105,26831,14084,12747,11217,8004,3834,4170,27389,8201,640714,511623,242660,268963,626073,501408,237654,263754,518072,507652
